"","X.miRNA","precursor","AD_A_S33_L001","AD_B_S34_L001","AD_C_S35_L001","AD_D_S36_L001","AD_E_S37_L001","AD_F_S38_L001","AD_G_S39_L001","AD_H_S40_L001","AD_I_S41_L001","AD_J_S42_L001","AD_K_S43_L001","AD_L_S44_L001","AD_M_S45_L001","AD_N_S46_L001","AD_O_S47_L001","AD_Q_S48_L001","MMCI_A_S17_L001","MMCI_B_S18_L001","MMCI_C_S19_L001","MMCI_D_S20_L001","MMCI_E_S21_L001","MMCI_F_S22_L001","MMCI_G_S23_L001","MMCI_H_S24_L001","MMCI_I_S25_L001","MMCI_J_S26_L001","MMCI_K_S27_L001","MMCI_L_S28_L001","MMCI_M_S29_L001","MMCI_N_S30_L001","MMCI_O_S31_L001","MMCI_P_S32_L001","NCI_A_S1_L001","NCI_B_S2_L001","NCI_C_S3_L001","NCI_D_S4_L001","NCI_E_S5_L001","NCI_F_S6_L001","NCI_G__S7_L001","NCI_H_S8_L001","NCI_I_S9_L001","NCI_J_S10_L001","NCI_K_S11_L001","NCI_L_S12_L001","NCI_M_S13_L001","NCI_N_S14_L001","NCI_O_S15_L001","NCI_P_S16_L001"
"609","hsa-miR-301b-3p","hsa-mir-301b",6.64,2.04,12.59,9.07,6.5,8.34,7.36,9.76,14.59,5.41,7.68,6.05,13.31,2.12,3,25.92,21.64,12.93,7.5,4.6,19.36,0,11.63,10.61,15.72,13.01,2.06,14.61,10.23,9.33,19.05,13.6,11.94,13.7,19.04,6.14,5.35,4.69,12.04,6.3,12.19,8.38,5.98,6.64,9.65,11.89,13.48,13.58
"610","hsa-miR-302a-5p","hsa-mir-302a",0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0
"611","hsa-miR-302a-3p","hsa-mir-302a",0,0,0,0,0,1.67,0,0,0,0,1.1,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,3.57,0,2.68,0,0,0,0,0,2.76,0,0,0
"612","hsa-miR-302b-5p","hsa-mir-302b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"613","hsa-miR-302b-3p","hsa-mir-302b",6.64,2.04,2.29,6.48,4.34,1.67,3.68,4.88,1.33,1.35,2.2,21.19,2.96,4.24,6.01,3.7,3.61,0,4.5,1.53,8.3,5.62,3.32,0,3.63,3.9,2.06,4.87,1.46,4,7.94,3.89,0,4.57,1.9,3.07,1.78,1.56,5.35,9.45,0,4.79,4.48,5.31,9.65,1.49,0,0
"614","hsa-miR-302c-5p","hsa-mir-302c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"615","hsa-miR-302c-3p","hsa-mir-302c",4.98,2.04,0,1.3,0,0,1.23,3.25,0,2.71,0,1.51,0,0,0,0,0,0,0,0,0,1.41,0,0,1.21,0,0,0,0,1.33,1.59,0,0,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0
"616","hsa-miR-302d-5p","hsa-mir-302d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"617","hsa-miR-302d-3p","hsa-mir-302d",1.66,0,2.29,0,0,0,1.23,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0
"618","hsa-miR-302e","hsa-mir-302e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"619","hsa-miR-302f","hsa-mir-302f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"620","hsa-miR-3059-5p","hsa-mir-3059",4.98,22.49,14.88,10.37,10.84,11.68,9.82,3.25,11.94,8.12,10.98,7.57,5.91,21.2,9.01,0,5.41,6.46,6,9.2,13.83,12.65,11.63,6.06,7.26,9.11,6.17,11.37,19.01,8,7.94,25.26,5.97,15.99,15.23,13.81,21.4,15.63,12.04,7.87,14.63,16.77,11.96,19.93,11.03,19.32,11.56,6.79
"621","hsa-miR-3059-3p","hsa-mir-3059",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"622","hsa-miR-3064-5p","hsa-mir-3064",1.66,2.04,2.29,5.18,2.17,5,2.45,3.25,3.98,5.41,0,6.05,7.39,12.72,12.02,7.41,0,3.23,0,1.53,2.77,0,1.66,1.52,0,0,10.29,3.25,1.46,0,4.76,0,5.97,4.57,1.9,0,8.91,1.56,1.34,1.57,0,1.2,0,2.66,4.14,2.97,7.7,2.26
"623","hsa-miR-3064-3p","hsa-mir-3064",3.32,2.04,1.14,1.3,0,0,2.45,4.88,0,0,0,0,1.48,4.24,0,0,1.8,0,0,0,0,1.41,0,0,1.21,0,0,0,0,0,0,0,5.97,0,0,0,1.78,3.13,0,0,0,2.4,0,1.33,0,0,0,0
"624","hsa-miR-3065-5p","hsa-mir-3065",13.28,0,4.58,9.07,4.34,6.67,12.27,3.25,10.61,14.88,7.68,21.19,13.31,4.24,4.51,24.07,14.43,3.23,9,3.07,8.3,2.81,8.31,4.55,7.26,7.81,6.17,6.5,8.77,8,11.11,3.89,5.97,9.14,0,6.14,5.35,3.13,4.01,1.57,7.32,17.97,13.45,2.66,6.89,8.91,1.93,6.79
"625","hsa-miR-3065-3p","hsa-mir-3065",11.62,4.09,9.16,6.48,6.5,13.34,12.27,3.25,7.96,10.83,7.68,19.68,2.96,10.6,6.01,3.7,3.61,0,10.5,3.07,5.53,14.05,1.66,6.06,2.42,5.2,8.23,8.12,5.85,8,11.11,0,20.9,6.85,5.71,1.53,12.48,4.69,12.04,0,7.32,19.17,14.95,9.3,9.65,1.49,7.7,4.53
"626","hsa-miR-3074-5p","hsa-mir-3074",0,0,2.29,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,0
"627","hsa-miR-3074-3p","hsa-mir-3074",0,0,0,0,0,0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"628","hsa-miR-3085-5p","hsa-mir-3085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0
"629","hsa-miR-3085-3p","hsa-mir-3085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630","hsa-miR-30a-5p","hsa-mir-30a",3957.33,2881.09,3365.64,2716.86,2841.81,4255.21,3046.55,3167.12,2593.98,2980.97,3572.4,5052.13,2517.84,3219.95,3519.4,4043.71,3222.86,3529.34,2890.24,3663.68,3042.35,2466.64,2749.19,3382.03,3310.64,3176.01,2979.6,3897.31,2785,3190.86,3027.82,3137.61,2713.89,2727.05,2712.74,3338.78,2950.81,2331.9,3351.16,2781.28,2841.03,2766.99,2491.68,2985.04,2545.34,2776.98,3881.19,3041.61
"631","hsa-miR-30a-3p","hsa-mir-30a",91.3,233.1,256.43,147.77,179.92,163.47,152.2,149.65,159.14,155.61,174.5,302.7,190.72,271.33,159.22,125.9,91.98,168.06,130.56,142.56,146.59,151.79,186.05,97.02,91.93,183.46,267.51,146.15,147.66,132.01,109.55,176.79,197.05,127.9,196.08,161.11,188.99,218.81,100.37,212.61,139,153.32,143.49,156.76,182.01,188.7,127.13,99.58
"632","hsa-miR-30b-5p","hsa-mir-30b",104.58,71.57,70.98,86.85,101.88,106.76,105.56,108.99,78.24,78.48,105.36,116.54,73.92,69.95,118.67,46.29,122.64,74.34,97.54,95.04,80.21,70.27,102.99,81.86,71.37,94.98,94.66,86.07,116.96,84.01,74.62,93.25,89.57,95.93,66.63,93.6,80.23,89.09,85.65,72.45,65.84,71.87,55.3,69.08,51.02,75.78,123.27,83.73
"633","hsa-miR-30b-3p","hsa-mir-30b",18.26,8.18,17.17,12.96,10.84,23.35,15.96,14.64,6.63,13.53,18.66,13.62,10.35,8.48,7.51,9.26,5.41,12.93,12.01,16.86,2.77,11.24,8.31,10.61,8.47,29.93,6.17,27.61,11.7,12,6.35,25.26,11.94,6.85,11.42,15.34,10.7,18.76,5.35,11.02,7.32,15.57,8.97,13.28,15.17,10.4,11.56,11.32
"634","hsa-miR-30c-5p","hsa-mir-30c-1",1075.65,1286.16,1594.67,1328.62,1518.45,1077.56,1256.92,1114.27,1396.45,1267.89,1256.65,1531.68,1230.09,1479.61,1294.8,794.3,1020.78,694.88,1467.63,1128.23,1056.52,1406.9,1627.92,971.71,977.35,1323.23,1773.77,1049.03,1501.41,1052.06,1093.95,1148.19,1683.87,740,1245,1384,1340.79,1339.44,1081.36,1348.12,775.49,1312.82,1044.8,1321.81,1356.78,1381.8,1132.58,778.51
"635","hsa-miR-30c-1-3p","hsa-mir-30c-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,2.42,0,0,0,0,0,0,0,0,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0
"636","hsa-miR-30c-5p","hsa-mir-30c-2",1077.31,1288.21,1596.96,1328.62,1518.45,1077.56,1258.14,1114.27,1399.1,1267.89,1259.94,1534.71,1225.65,1479.61,1296.3,794.3,1020.78,694.88,1467.63,1131.3,1056.52,1409.71,1627.92,971.71,978.56,1323.23,1775.83,1052.27,1508.72,1052.06,1095.54,1150.13,1683.87,740,1245,1384,1342.57,1339.44,1081.36,1348.12,775.49,1312.82,1046.3,1321.81,1356.78,1381.8,1132.58,780.77
"637","hsa-miR-30c-2-3p","hsa-mir-30c-2",0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0
"638","hsa-miR-30d-5p","hsa-mir-30d",4244.5,4907.46,4801.19,4309.9,4613.88,4532.11,4242.09,3778.74,3791.5,3857.81,4166.16,5062.73,4572.91,4722.87,4090.19,3253.11,4286.93,4033.54,4155.28,4223.2,4380.98,3650.06,4495.05,3695.83,3786,4791.99,4788.35,4621.56,4435.53,4206.92,3994.75,4227.52,4311.18,3670.32,4565.01,4630.71,4291.6,4046.44,4096.61,3850.64,4014.03,4103.77,3798.05,4553.95,4299.23,4310.33,4374.29,4082.64
"639","hsa-miR-30d-3p","hsa-mir-30d",19.92,14.31,17.17,5.18,14.09,11.68,15.96,8.13,5.3,6.77,10.98,10.59,16.26,8.48,21.03,3.7,16.23,12.93,4.5,9.2,5.53,4.22,4.98,7.58,10.89,13.01,12.35,12.99,4.39,17.33,6.35,13.6,11.94,6.85,15.23,10.74,8.91,7.81,14.72,17.32,14.63,4.79,8.97,10.63,9.65,13.37,19.26,22.63
"640","hsa-miR-30e-5p","hsa-mir-30e",823.34,413.04,399.53,567.74,540.83,755.63,463.98,660.43,424.37,464.13,541.07,832.44,450.93,553.26,654.91,1075.73,607.78,572.06,609.26,660.69,619.53,345.75,465.12,603.34,671.32,500.93,506.2,534.26,371.33,610.7,577.94,654.72,447.84,536.73,521.61,474.12,609.77,409.49,487.15,519.72,473.1,477.93,587.42,488.87,434.34,555.69,795.5,522.78
"641","hsa-miR-30e-3p","hsa-mir-30e",290.49,443.72,427,447.19,409.69,281.9,338.78,349.73,265.23,250.33,298.52,416.22,348.92,434.55,316.94,375.86,279.54,203.62,364.66,285.12,307,243.15,438.54,257.71,250.38,356.5,600.86,297.17,383.03,298.68,311.2,301.13,391.11,267.22,422.62,354.44,417.21,387.61,262.31,524.44,231.67,330.6,313.89,358.68,358.5,413.05,302.41,255.73
"642","hsa-miR-31-5p","hsa-mir-31",9.96,22.49,6.87,9.07,15.17,6.67,8.59,9.76,10.61,5.41,7.68,6.05,4.44,6.36,1.5,1.85,18.04,0,6,6.13,11.06,7.03,14.95,4.55,1.21,11.71,8.23,8.12,5.85,8,3.18,5.83,20.9,0,9.52,1.53,0,4.69,5.35,0,19.51,3.59,1.49,2.66,2.76,7.43,1.93,0
"643","hsa-miR-31-3p","hsa-mir-31",0,0,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0
"644","hsa-miR-3115","hsa-mir-3115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"645","hsa-miR-3116","hsa-mir-3116-1",0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"646","hsa-miR-3116","hsa-mir-3116-2",0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"647","hsa-miR-3117-5p","hsa-mir-3117",0,0,0,0,0,0,0,3.25,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"648","hsa-miR-3117-3p","hsa-mir-3117",0,2.04,0,1.3,5.42,1.67,1.23,0,1.33,4.06,0,0,1.48,0,6.01,5.55,0,0,0,1.53,11.06,0,1.66,1.52,0,0,0,0,0,0,0,5.83,2.99,4.57,0,0,3.57,1.56,0,6.3,2.44,2.4,0,0,2.76,1.49,0,0
"649","hsa-miR-3118","hsa-mir-3118-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650","hsa-miR-3118","hsa-mir-3118-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"651","hsa-miR-3118","hsa-mir-3118-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"652","hsa-miR-3118","hsa-mir-3118-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"653","hsa-miR-3119","hsa-mir-3119-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"654","hsa-miR-3119","hsa-mir-3119-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"655","hsa-miR-3120-5p","hsa-mir-3120",0,2.04,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,0,0,0,0,0,0,0,0
"656","hsa-miR-3120-3p","hsa-mir-3120",4.98,2.04,1.14,0,0,1.67,1.23,3.25,0,0,0,0,4.44,2.12,0,16.66,5.41,0,0,0,2.77,0,1.66,3.03,6.05,2.6,0,0,2.92,0,4.76,1.94,2.99,0,1.9,1.53,10.7,1.56,0,7.87,0,1.2,4.48,1.33,2.76,4.46,7.7,4.53
"657","hsa-miR-3121-5p","hsa-mir-3121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"658","hsa-miR-3121-3p","hsa-mir-3121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"659","hsa-miR-3122","hsa-mir-3122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"660","hsa-miR-3123","hsa-mir-3123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"661","hsa-miR-3124-5p","hsa-mir-3124",0,4.09,1.14,5.18,1.08,1.67,1.23,1.63,5.3,1.35,2.2,1.51,1.48,0,0,12.96,0,3.23,4.5,0,2.77,0,0,0,3.63,1.3,6.17,6.5,1.46,1.33,4.76,0,8.96,0,1.9,1.53,3.57,4.69,1.34,7.87,2.44,1.2,1.49,2.66,2.76,4.46,0,2.26
"662","hsa-miR-3124-3p","hsa-mir-3124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"663","hsa-miR-3125","hsa-mir-3125",0,0,0,0,3.25,0,0,0,0,0,0,0,1.48,0,0,0,0,3.23,0,0,0,0,0,0,1.21,0,2.06,0,0,0,0,0,0,0,1.9,0,0,0,1.34,0,0,0,2.99,0,0,0,0,0
"664","hsa-miR-3126-5p","hsa-mir-3126",0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"665","hsa-miR-3126-3p","hsa-mir-3126",0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"666","hsa-miR-3127-5p","hsa-mir-3127",0,0,1.14,2.59,1.08,1.67,0,1.63,0,0,0,0,2.96,2.12,0,0,0,3.23,1.5,0,2.77,0,0,0,0,0,2.06,0,1.46,0,1.59,1.94,5.97,0,0,0,1.78,3.13,0,0,2.44,0,0,2.66,0,1.49,0,0
"667","hsa-miR-3127-3p","hsa-mir-3127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"668","hsa-miR-3128","hsa-mir-3128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"669","hsa-miR-3129-5p","hsa-mir-3129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"670","hsa-miR-3129-3p","hsa-mir-3129",1.66,0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0
"671","hsa-miR-3130-5p","hsa-mir-3130-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"672","hsa-miR-3130-3p","hsa-mir-3130-1",0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"673","hsa-miR-3130-5p","hsa-mir-3130-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"674","hsa-miR-3130-3p","hsa-mir-3130-2",0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"675","hsa-miR-3131","hsa-mir-3131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"676","hsa-miR-3132","hsa-mir-3132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0,3.23,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"677","hsa-miR-3133","hsa-mir-3133",3.32,8.18,0,1.3,1.08,1.67,0,3.25,0,2.71,1.1,3.03,5.91,2.12,1.5,5.55,3.61,3.23,1.5,0,2.77,4.22,0,4.55,1.21,0,2.06,1.62,0,0,0,3.89,0,2.28,1.9,1.53,3.57,3.13,0,3.15,0,2.4,0,2.66,1.38,0,7.7,2.26
"678","hsa-miR-3134","hsa-mir-3134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"679","hsa-miR-3135a","hsa-mir-3135a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"680","hsa-miR-3135b","hsa-mir-3135b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0
"681","hsa-miR-3136-5p","hsa-mir-3136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"682","hsa-miR-3136-3p","hsa-mir-3136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"683","hsa-miR-3137","hsa-mir-3137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"684","hsa-miR-3138","hsa-mir-3138",0,0,0,0,0,0,0,0,0,0,0,0,0,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"685","hsa-miR-3139","hsa-mir-3139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0
"686","hsa-miR-3140-5p","hsa-mir-3140",0,0,1.14,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,1.5,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0
"687","hsa-miR-3140-3p","hsa-mir-3140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"688","hsa-miR-3141","hsa-mir-3141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"689","hsa-miR-3142","hsa-mir-3142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"690","hsa-miR-3142","hsa-mir-3142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"691","hsa-miR-3143","hsa-mir-3143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"692","hsa-miR-3144-5p","hsa-mir-3144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"693","hsa-miR-3144-3p","hsa-mir-3144",3.32,0,3.43,2.59,0,0,3.68,4.88,0,5.41,0,1.51,2.96,4.24,4.51,1.85,1.8,0,3,4.6,2.77,0,1.66,0,4.84,2.6,4.12,0,2.92,1.33,1.59,0,2.99,0,0,0,1.78,3.13,0,0,0,0,0,1.33,4.14,0,0,0
"694","hsa-miR-3145-5p","hsa-mir-3145",0,0,0,0,0,0,0,0,0,0,0,1.51,0,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,0,0,0,0,0,1.2,0,1.33,0,0,0,0
"695","hsa-miR-3145-3p","hsa-mir-3145",0,0,1.14,0,0,0,0,0,0,0,0,0,0,2.12,1.5,0,0,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,4.53
"696","hsa-miR-3146","hsa-mir-3146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"697","hsa-miR-3147","hsa-mir-3147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"698","hsa-miR-3148","hsa-mir-3148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"699","hsa-miR-3149","hsa-mir-3149",0,0,0,0,0,0,0,0,1.33,1.35,0,0,1.48,0,0,0,0,0,0,0,0,0,1.66,0,0,0,0,1.62,0,2.67,0,0,0,2.28,0,1.53,0,0,1.34,6.3,0,0,1.49,0,0,1.49,0,0
